,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,avg_dxy,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites
453,453,2,MED,raxml,40,1,0.05,16981,50_0_0,INT,REF,0.234985474149096,0.302894044233273,0.0918799042809538,0.0598792434160479,68.9183673469388,30.0239332263301,-11.9478253366912,-11.6601463069091,0.305407454420888,0.321,0.733963075946972,0.815,NA,110,0.0995737124732881,0.286423610002094,-19.3414110170382,-0.0866963096420585,-0.189155584673582,0.137390066101928
454,454,2,MED,raxml,40,1,0.1,12503,50_0_0,INT,REF,0.288313437458097,0.338153148267235,0.112647498124503,0.072984394560895,66.8877551020408,29.6862919710588,-11.491330330425,-11.0844411159929,0.332992643852452,0.36,0.771400118746952,0.848,NA,116,0.0673970254168274,0.285244558028472,-16.8153562542186,-0.053200008189445,-0.147777800526236,0.101159413254367
455,455,2,MED,raxml,40,1,0,120415,50_0_0,INT,REF,2.59171498703244,0.0954523805437515,0.0428718603636491,0.182409412036473,78.2755102040816,24.6073413788855,-12.6324065966371,-12.8494674240229,0.325111161157719,0.247,0.765489006725903,0.777,NA,106,0.0954325636645297,0.284186535216601,-12.5052459059205,-0.0610814908841776,-0.133000020473612,0.974255038552716
456,456,2,MED,raxml,40,0.25,0.01,35153,0_0_0,EXT,REF,0.152686450694216,0.186449981409065,0.05746547455944,0.0386156651869994,75.3163265306122,24.6716987738405,-12.715190300224,-12.3561935098144,0.234474110168294,0.295,0.574363051378637,0.795,NA,108,0.0850921826876565,0.283266503084361,-17.9867332909198,-0.174377804620959,-0.301466713073521,0.28441628842124
457,457,2,MED,raxml,40,0.25,0.02,25732,0_0_0,EXT,REF,0.161590608758633,0.231018253718074,0.0711147549390063,0.0470235532776665,73.8979591836735,29.1478597456296,-12.5054059242716,-12.0905985576964,0.479785259041846,0.389,0.963511259431059,0.877,NA,106,0.0669867803106841,0.280272315963152,-19.532220112076,0.094577792336791,-0.0305407454420887,0.208192755487593
458,458,2,MED,raxml,40,0.25,0.03,21772,0_0_0,EXT,REF,0.181390885232112,0.266714099823382,0.0789054007335139,0.0519782611579732,75.1122448979592,23.2085491949243,-12.3901243485429,-11.9695506808211,0.480770444378688,0.39,0.866963096420585,0.876,NA,102,0.0671905557902729,0.284723467652976,-16.9960079771805,0.0955629776736326,0.0640370468947022,0.176153142875636
459,459,2,MED,raxml,40,0.25,0.04,19471,0_0_0,EXT,REF,0.199521728730203,0.184832201923751,0.0851395203296162,0.056406972151809,70.4897959183673,28.6465286927315,-12.3240558641683,-11.8806404372706,0.328066717168244,0.381,0.690614921125943,0.873,NA,100,0.0629110257964572,0.252531346830176,-19.7332676691204,-0.0581259348736529,-0.185214843326216,0.157536186153386
460,460,2,MED,raxml,40,0.25,0.05,17749,0_0_0,EXT,REF,0.213289685302751,0.333775545178783,0.090320802148536,0.058768749387554,70.1530612244898,28.4417842904604,-12.3019383705052,-11.861677775198,0.476829703031322,0.386,0.863022355073218,0.872,NA,116,0.0707497688544365,0.303434406607149,-18.9544377721352,-0.00591111202104944,0.0600963055473359,0.143603809153944
461,461,2,MED,raxml,40,0.25,0.1,12863,0_0_0,EXT,REF,0.278104790230403,0.453310418919773,0.111176207213809,0.0716147833468725,76.0408163265306,24.1011264515574,-11.9603619761201,-11.3329703148307,0.430525992199768,0.333,0.850214945694278,0.817,NA,118,0.0840806529632555,0.308400754696423,-18.5858919630005,0.0541851935262865,-0.0482740815052372,0.104072105309999
462,462,2,MED,raxml,40,0.25,0,123583,0_0_0,EXT,REF,2.53752761999702,0.0793149670020384,0.0423756979947274,0.178601316187572,72.2857142857143,27.0920538432083,-12.5499708474288,-12.7887624126471,0.314274122452462,0.282,0.676822326410161,0.82,NA,104,0.0661638408738833,0.259979068637729,-13.9081042652132,-0.0719185295894349,-0.265014855610383,0.999886728642281
463,463,2,MED,raxml,40,0.5,0.01,35115,0_0_0,EXT,REF,0.147454624819455,0.183372443053165,0.057349389392358,0.0384530557987419,75.8265306122449,24.2580735886222,-12.5294012768476,-12.2775056614084,0.465992664326064,0.374,0.957600147410009,0.872,NA,102,0.0712006710875169,0.274324547455659,-18.3902314671962,0.0788148269473258,0.0591111202104944,0.284108837593145
464,464,2,MED,raxml,40,0.5,0.02,25694,0_0_0,EXT,REF,0.161369888277102,0.234641222312088,0.0709724614059889,0.0470027540090278,76.530612244898,24.7716183130634,-12.5378498474224,-12.1381812238959,0.465007478989223,0.374,0.952674220725801,0.866,NA,106,0.0707034785111164,0.291311694259469,-20.1361472942553,-0.0177333360631483,-0.0413777841473461,0.207885304659498
465,465,2,MED,raxml,40,0.5,0.03,21738,0_0_0,EXT,REF,0.181481872631883,0.263679341799794,0.0788455916035764,0.0518709140362661,72.2448979591837,26.3341185241331,-12.4317779594503,-12.0258560741781,0.465992664326064,0.375,0.952674220725801,0.867,NA,108,0.0698322893513841,0.290349643004509,-19.9571345915293,0.0798000122841674,-0.0403925988105045,0.175878055292604
466,466,2,MED,raxml,40,0.5,0.04,19438,0_0_0,EXT,REF,0.198679217930187,0.186245534708162,0.0851280613133152,0.0558089376654151,69.3367346938775,28.1410086636798,-12.3494988719397,-11.9092036508371,0.343829682557709,0.397,0.72017048123119,0.881,NA,106,0.0646661400833961,0.27539582387652,-18.222967060592,-0.0660074175683854,-0.178318545968325,0.157269189381619
467,467,2,MED,raxml,40,0.5,0.05,17716,0_0_0,EXT,REF,0.21256325193051,0.201262290808771,0.0904160008719382,0.0588755409679729,72.1938775510204,27.0324959709207,-12.3195538964886,-11.8671629487045,0.285703747684056,0.37,0.670911214389111,0.866,NA,110,0.0736780616837194,0.293743219506887,-17.9266583602267,-0.0768444562736427,-0.228562998147245,0.143336812382178
468,468,2,MED,raxml,40,0.5,0.1,12834,0_0_0,EXT,REF,0.281446275470859,0.387633449992224,0.111027863270514,0.0713905106752189,68.969387755102,30.8362666658812,-11.8956425748961,-11.2740196145073,0.45712599629449,0.36,0.868933467094268,0.846,NA,118,0.0971377137713771,0.303763760076947,-16.6609389049606,0.0709333442525933,-0.0295555601052472,0.103837471783296
469,469,2,MED,raxml,40,0.5,0,123545,0_0_0,EXT,REF,2.53713909425859,0.075803959116422,0.0423320254554644,0.178577229744543,74.1326530612245,24.7430664056972,-12.5290370164244,-12.7677213670922,0.312303751778779,0.297,0.72017048123119,0.827,NA,98,0.0605355229400491,0.253792756123222,-12.6163732092198,-0.0256148187578809,-0.13792594715782,0.999579277814186
470,470,2,MED,raxml,40,0.75,0.01,34984,0_0_0,EXT,REF,0.147085875963153,0.124481161236883,0.0573383648836932,0.0384476319252483,77.1428571428571,23.3282272272672,-12.5385058902702,-12.2859080306094,0.214770403431463,0.374,0.551703788631281,0.872,NA,108,0.0712006710875169,0.274324547455659,-18.9707282384729,-0.171422248610434,-0.346785238568234,0.283048941317346
471,471,2,MED,raxml,40,0.75,0.02,25591,0_0_0,EXT,REF,0.161395606289786,0.234332007007427,0.0711631189087256,0.047269553688953,75.1224489795918,25.7362776192138,-12.5589337979666,-12.1561377518435,0.471903776347114,0.381,0.959570518083693,0.873,NA,108,0.0705021522560419,0.281777014863668,-19.1667214186631,0.0857111243052169,0.0600963055473359,0.207051951099137
472,472,2,MED,raxml,40,0.75,0.03,21641,0_0_0,EXT,REF,0.192233621765773,0.236697549802079,0.0789643957741094,0.051891502996809,68.0612244897959,31.6819947326197,-12.4347479692397,-11.9887191188462,0.271911152968274,0.301,0.655148248999646,0.803,NA,106,0.0872154154190929,0.283681798133968,-18.2107219830008,-0.114281499073623,-0.220681515452512,0.175093246599837
473,473,2,MED,raxml,40,0.75,0.04,19343,0_0_0,EXT,REF,0.20147751519829,0.296546707174304,0.0850764554800856,0.0556032529238624,69.4591836734694,28.0548683197791,-12.3018829488294,-11.8904762561852,0.480770444378688,0.389,0.967452000778425,0.881,NA,114,0.0645659668007617,0.272515336089076,-18.6132366567346,-0.00295555601052472,-0.0266000040947225,0.156500562311383
474,474,2,MED,raxml,40,0.75,0.05,17628,0_0_0,EXT,REF,0.213052234789562,0.208602904792181,0.0902879801380365,0.0587346362054973,69.5510204081633,27.0947639971533,-12.088130417994,-11.6156855534213,0.38225191069453,0.442,0.741844558641705,0.924,NA,114,0.0788640496702731,0.287046404405356,-19.0908135421555,-0.00394074134736633,-0.155659283220969,0.142624820990801
475,475,2,MED,raxml,40,0.75,0.1,12761,0_0_0,EXT,REF,0.278837663943377,0.472498862518919,0.111089256936209,0.0714688863016675,74.3367346938775,23.8988175860514,-11.986202521192,-11.372924843667,0.433481548210292,0.326,0.773370489420635,0.814,NA,116,0.0842743866223357,0.309165824331771,-18.2945193207798,0.0374370427999798,-0.0512296375157618,0.103246842560904
476,476,2,MED,raxml,40,0.75,0,123414,0_0_0,EXT,REF,2.53550324776675,0.0980659743368532,0.0423231227226085,0.178457910161883,74.7244897959184,25.797298912489,-12.5835559890789,-12.8061481474231,0.282748191673532,0.237,0.6137704648523,0.779,NA,106,0.0667097730181181,0.255258095918101,-12.7562072101785,-0.0975333483473158,-0.241370407526186,0.998519381538387
477,477,2,MED,raxml,40,NA,0.01,35167,0_0_0,EXT,REF,0.146966315902766,0.18362877768336,0.0573340800188035,0.0385119780649926,75.6632653061225,25.3002358807108,-12.5296039122365,-12.2448340541515,0.371414871989273,0.377,0.958585332746851,0.873,NA,106,0.0772433978091687,0.290211475188176,-17.8392592224398,0.0817703829578506,0.0600963055473359,0.284529559778959
478,478,2,MED,raxml,40,NA,0.02,25746,0_0_0,EXT,REF,0.162191058454426,0.23458637733826,0.0711423067212534,0.0472415841747714,75.1122448979592,24.7202419887153,-12.4886446354859,-12.0835141708395,0.394074134736629,0.4,0.968437186115267,0.882,NA,106,0.0648738343222077,0.277705222914811,-19.2293301729632,0.104429645705207,0.0699481589157517,0.208306026845312
479,479,2,MED,raxml,40,NA,0.03,21786,0_0_0,EXT,REF,0.181096861062734,0.264114117531801,0.0790147885718822,0.0518671126945995,72.2142857142857,27.6466101275797,-12.4298334506563,-11.9965653098493,0.487666741736579,0.396,0.965481630104742,0.88,NA,108,0.0653570663188768,0.279528657467805,-19.1342969075637,0.101474089694682,0.066992602905227,0.176266414233355
480,480,2,MED,raxml,40,NA,0.04,19485,0_0_0,EXT,REF,0.198176284441613,0.298501715548056,0.0849314519919282,0.0556210957388798,71.765306122449,28.889694599096,-12.3526249547219,-11.9043438836979,0.478800073705005,0.387,0.865977911083743,0.875,NA,106,0.0666985065853524,0.283112369448921,-19.8981463119424,-0.00492592668420788,-0.032511116115772,0.157649457511105
481,481,2,MED,raxml,40,NA,0.05,17761,0_0_0,EXT,REF,0.224220544068046,0.320593231736209,0.0906989529361032,0.0594375232876619,71.8673469387755,26.3957344863572,-12.4095930732316,-11.908092473546,0.347770423905075,0.299,0.7891334548101,0.797,NA,104,0.0855661076311713,0.281756131044847,-15.5745111177601,-0.0679777882420686,-0.109355572389415,0.143700898889132
482,482,2,MED,raxml,40,NA,0.1,12874,0_0_0,EXT,REF,0.27795996039419,0.27911148861753,0.111027207012366,0.0707120359721988,71.7040816326531,27.9322483633603,-11.9750724469625,-11.3872701658174,0.347770423905075,0.329,0.837407536315337,0.823,NA,114,0.0885220766974657,0.301405512484016,-17.6300564894752,-0.0384222281368214,-0.0610814908841776,0.104161104233922
483,483,2,MED,raxml,40,NA,0,123597,0_0_0,EXT,REF,2.54687450904302,0.084096168207638,0.0424907301279834,0.179261294612026,74.6734693877551,23.6498405697222,-12.321907232698,-12.5509739442176,0.394074134736629,0.286,0.857111243052169,0.808,NA,102,0.0590035330063619,0.246982079904442,-11.4112032036454,-0.0236444480841978,-0.0729037149262765,1
484,484,2,MED,raxml,40,1,0.01,33704,0_0_0,EXT,REF,0.13904787224344,0.130822791987458,0.0584487503789295,0.0391570796812073,74.5,24.1828302386324,-12.5509940774498,-12.2630291228275,0.374370427999798,0.389,0.84528901901007,0.879,NA,110,0.065975740431186,0.268025604406088,-20.6431799115767,0.0610814908841775,-0.0522148228526034,0.27269270289732
485,485,2,MED,raxml,40,1,0.02,24897,0_0_0,EXT,REF,0.163181453523151,0.156018480929899,0.0711169808907725,0.0471002093432803,73.5816326530612,25.6510780181366,-12.4527423105715,-12.0741030779541,0.327081531831402,0.393,0.657118619673329,0.881,NA,108,0.06423826056075,0.271279110511083,-19.0957778851577,-0.0837407536315338,-0.219696330115671,0.201436928080779
486,486,2,MED,raxml,40,1,0.03,21041,0_0_0,EXT,REF,0.182590221690216,0.268533627444126,0.0793721687623912,0.052374388877558,70.4183673469388,27.503673032827,-12.3853502840197,-11.9588954103236,0.484711185726054,0.393,0.9644964447679,0.879,NA,112,0.0672686860522787,0.282409783349969,-15.9745229882898,0.000985185336841554,-0.0285703747684056,0.170238759840449
487,487,2,MED,raxml,40,1,0.04,18821,0_0_0,EXT,REF,0.198040934700973,0.365498427132877,0.0852420517260061,0.0559349247173381,74.9591836734694,22.2765737835271,-12.3614005962609,-11.9060348899874,0.480770444378688,0.39,0.961540888757376,0.876,NA,104,0.0671912905576272,0.285427007343868,-19.5414690133096,0.094577792336791,-0.0315259307789304,0.152277158830716
488,488,2,MED,raxml,40,1,0.05,17143,0_0_0,EXT,REF,0.212825034672053,0.406001952469113,0.0905655290663589,0.058880081720717,69.3571428571429,28.2613903686109,-12.357635559982,-11.8806963245464,0.462051922978698,0.371,0.85809642838901,0.867,NA,114,0.0748198901522805,0.308522448876704,-17.4148369710427,0.0768444562736427,0.0541851935262865,0.138700777526963
489,489,2,MED,raxml,40,1,0.1,12402,0_0_0,EXT,REF,0.278980227727997,0.331883689372163,0.111489714447764,0.0718373656818819,70.2959183673469,27.0593883639753,-11.9909387408566,-11.4204652602603,0.285703747684056,0.311,0.728051963925923,0.807,NA,128,0.0831666023745232,0.32220382202061,-18.497763569531,-0.100488904357841,-0.193096326020948,0.100342241316537
490,490,2,MED,raxml,40,1,0,122134,0_0_0,EXT,REF,2.55959286762053,0.0899906050930903,0.0423954962207759,0.18015576451464,71.3673469387755,26.0773582539961,-12.632117500427,-12.8503383530114,0.309348195768254,0.256,0.784207528125892,0.788,NA,102,0.0787748978979531,0.286201794780772,-12.6220618492602,-0.0216740774105146,-0.114281499073623,0.988163143118361
491,491,3,MED,raxml,40,0.25,0.01,34414,0_0_0,EXT,REF,0.15077588717021,0.164306688320845,0.0612110398915242,0.0419483813979772,68.8571428571429,30.6011926187644,-12.4647929622181,-12.0775011615456,0.543822305936549,0.45,1.0117853409363,0.938,NA,106,0.0824528983510596,0.272490973087017,-16.8652293693392,-0.0541851935262865,-0.060096305547336,0.282033420476803
492,492,3,MED,raxml,40,0.25,0.02,25819,0_0_0,EXT,REF,0.164527939883142,0.195652781212932,0.0748170227448138,0.0510586216679057,71.1632653061225,30.7073629900904,-12.4879876860496,-12.0923430978462,0.493577853757628,0.422,0.862037169736377,0.912,NA,102,0.060396651910089,0.25070504418941,-19.5666751814538,-0.0827555682946922,-0.0591111202104944,0.21159472549807
493,493,3,MED,raxml,40,0.25,0.03,22233,0_0_0,EXT,REF,0.181030312766239,0.298262184428134,0.082456187089939,0.0564177375991314,68.4489795918367,29.1353480175314,-12.4273033417471,-11.9823398569424,0.520177857852351,0.426,0.98912607818894,0.912,NA,104,0.0641758053356356,0.272756235178616,-15.3548506158021,-0.0778296416104843,0.00492592668420788,0.182206341531376
494,494,3,MED,raxml,40,0.25,0.04,20120,0_0_0,EXT,REF,0.197778656176642,0.250067318427137,0.0882736553873895,0.0597327881077396,64.3163265306122,33.3320058996506,-12.2594337534225,-11.7403758549676,0.562540827336538,0.47,1.02360756497839,0.95,NA,118,0.0775997599759976,0.287233185771599,-18.4045086668996,0.0551703788631281,0.0374370427999797,0.164889650142189
495,495,3,MED,raxml,40,0.25,0.05,18312,0_0_0,EXT,REF,0.211975190279638,0.366489957128568,0.0942372184270711,0.0637459001921125,67.3265306122449,29.7337933020313,-12.3046335083966,-11.8098766969195,0.517222301841826,0.422,0.982229780831049,0.91,NA,116,0.0644023586032073,0.28441840836163,-18.3815621555577,-0.0807851976210091,-0.00394074134736633,0.150072528499193
496,496,3,MED,raxml,40,0.25,0.1,13532,0_0_0,EXT,REF,0.254926222751386,0.362448782478226,0.114932005838347,0.07656065814619,60.469387755102,34.0775961356458,-11.9755363113686,-11.2637270398968,0.468948220336589,0.47,0.928044587304762,0.95,NA,126,0.0816855563107331,0.306796247103719,-14.4794783168844,0.0541851935262865,0.0325111161157718,0.110898943624458
497,497,3,MED,raxml,40,0.25,0,122003,0_0_0,EXT,REF,3.12679819649103,0.0983669888722806,0.0474968641087712,0.22007901853105,70.8265306122449,28.413379130481,-12.737843823569,-12.8220162781644,0.289644489031423,0.375,0.752681597346962,0.875,NA,104,0.0830698580062088,0.262448382231842,-12.5119743964112,-0.186200028663057,-0.23151855415777,0.999852484408421
498,498,3,MED,raxml,40,0.5,0.01,34362,0_0_0,EXT,REF,0.143594496583856,0.115290253413441,0.0612197148834662,0.0418953191980745,71.7959183673469,28.9222060670877,-12.8141376009597,-12.3995098624212,0.443333401578708,0.392,0.839377906989021,0.894,NA,110,0.0843539864190501,0.27671758798168,-21.7533476753901,-0.0620666762210191,-0.144822244515711,0.281607264323354
499,499,3,MED,raxml,40,0.5,0.02,25767,0_0_0,EXT,REF,0.163232372012832,0.319752234668575,0.0746980340279696,0.0510357471386225,66.5102040816327,33.0305216235046,-12.3940869517539,-11.9356366475103,0.536926008578657,0.444,1.00981497026261,0.938,NA,112,0.0833243324332433,0.282314744311442,-16.5818792765151,0.0295555601052472,0.0256148187578809,0.211168569344621
500,500,3,MED,raxml,40,0.5,0.03,22190,0_0_0,EXT,REF,0.188064883811671,0.288298956457453,0.0824025955000464,0.0561466818726108,67.9591836734694,31.8038182131484,-12.5329961354731,-12.2237348705664,0.436437104220817,0.358,0.848244575020595,0.862,NA,108,0.0842885921245186,0.272502615114874,-20.3636034500398,-0.139896317831503,-0.135955576484137,0.181853943173716
501,501,3,MED,raxml,40,0.5,0.04,20080,0_0_0,EXT,REF,0.204283314867944,0.239635087742279,0.0884378018034684,0.0605241854262151,70.1836734693878,28.5069522859696,-12.4434532183769,-12.0996906381705,0.429540806862926,0.365,0.953659406062643,0.867,NA,104,0.0842817342958786,0.275280963389691,-19.3125197054622,-0.0482740815052371,-0.0581259348736528,0.164561837716459
502,502,3,MED,raxml,40,0.5,0.05,18272,0_0_0,EXT,REF,0.200891583999998,0.191586686820103,0.0942298743259056,0.0634101211524669,70,27.6036005420778,-12.5492051810712,-12.0026520543529,0.323140790484036,0.355,0.691600106462785,0.861,NA,114,0.0682510700049597,0.289791075403303,-12.6354911390803,-0.211814847420938,-0.292600045041947,0.149744716073463
503,503,3,MED,raxml,40,0.5,0.1,13496,0_0_0,EXT,REF,0.238445818602857,0.237002987632515,0.114903498879054,0.0759351257722983,65.5816326530612,30.368840334895,-12.3479935491772,-11.6777474279726,0.321170419810353,0.377,0.764503821389061,0.887,NA,124,0.0874953617810761,0.315116422647786,-18.9534815766426,-0.184229657989374,-0.247281519547235,0.110603912441301
